Name,Manufacturer,Actual Price,Discounted Price
Beloc F 40/10Mg Tablet 10's,* Mkt: Tripada Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,90,90
Beloc F 40/5Mg Tablet 10's,* Mkt: Tripada Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,63,63
BETABID Tablet 10's,* Mkt: Propel Healthcare * Delivery charges if applicable will be applied at checkout,55,55
BETABID FORTE Tablet 10's,* Mkt: Propel Healthcare * Delivery charges if applicable will be applied at checkout,85,85
BETABID PLUS Tablet 10's,* Mkt: Propel Healthcare * Delivery charges if applicable will be applied at checkout,62,62
Betacap Plus 10mg Capsule 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,161,161
Betacap Plus 5mg Capsule 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,120,120
BETALYST F 10mg Tablet 10's,* Mkt: Septalyst Lifesciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,130.9,130.9
BETALYST F 5mg Tablet 10's,* Mkt: Septalyst Lifesciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,89.8,89.8
BETAKON M Tablet 10's,* Mkt: IKON PHARMACHEM PVT LTD * Delivery charges if applicable will be applied at checkout,129,129
F RACIL 5 Tablet 10's,* Mkt: Cnx Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
F RACIL 10 Tablet 10's,* Mkt: Cnx Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,48,48
FINE 5 Tablet 10's,* Mkt: Baroda Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
FLUARAI 10mg Tablet 10's,* Mkt: Avighna Medicare Pvt Ltd * Delivery charges if applicable will be applied at checkout,48.16,49
FLUNADOR 10mg Tablet 10's,* Mkt: Salvador Visiontech * Delivery charges if applicable will be applied at checkout,41,41
FLUNAPROP Tablet 10's,* Mkt: LELEON LIFE SCIENCE PVT LTD * Delivery charges if applicable will be applied at checkout,130,130
Flunarest 5mg Tablet 10'S,* Mkt: Senses Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
FLUNAREX 10 Tablet 10's,* Mkt: Austrak Pvt Ltd * Delivery charges if applicable will be applied at checkout,48.1,48.1
FLUNAREX 5 Tablet 10's,* Mkt: Austrak Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
Flunarin 10mg Tablet 10'S,* Mkt: FDC Limited * Delivery charges if applicable will be applied at checkout,48.16,48.15
Flunarin 5mg Tablet 10'S,* Mkt: FDC Limited * Delivery charges if applicable will be applied at checkout,24.75,27.66
FLUNARZAC 5 Tablet 10's,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,24.75,17.33
FLUNATOD 10 Tablet 10's,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,48.16,48.16
FLUNATOD 5mg Tablet 10's,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
FLUNDOC 10mg Tablet 10's,* Mkt: ZENOLIA LIFESCIENCE PVT LTD * Delivery charges if applicable will be applied at checkout,45.9,45.9
Fluner 10mg Tablet 10'S,* Mkt: Geno Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,48.16,48.16
Fluner 5mg Tablet 10'S,* Mkt: Geno Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,23.45,23.45
FLUNORM 10 Tablet 15's,* Mkt: Alteus Biogenics Pvt Ltd * Delivery charges if applicable will be applied at checkout,52.35,52.35
Flunorm P Tablet 10's,* Mkt: Alteus Biogenics Pvt Ltd * Delivery charges if applicable will be applied at checkout,153.74,153.74
Flupanol 10mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,132,132
Flupanol 5mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,92,92
FLURUN P Tablet 10's,* Mkt: Aareen Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,94.5,94.5
Flury 10mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,48.16,48.16
Flury 5mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,24.75,24.75
FLUSAF M Tablet 10's,* Mkt: Saf Fermion Ltd * Delivery charges if applicable will be applied at checkout,48.16,48.16
FLUSNIG 10 Tablet 10's,* Mkt: SNIG PHARMACEUTICALS PVT LTD * Delivery charges if applicable will be applied at checkout,48.16,48.16
Fluvert 5mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,11.6,11.6
FZIMAX 10mg Tablet 10's,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,29,29
FZIMAX 5mg Tablet 10's,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,16,16
FLUGRANIX Tablet 10's,* Mkt: Doctor Wonder (P) Limited * Delivery charges if applicable will be applied at checkout,48.16,53
FLUGRANIX P Tablet 10's,* Mkt: Doctor Wonder (P) Limited * Delivery charges if applicable will be applied at checkout,89,89
FLUNADIN 10mg Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,48.16,48.16
FLUNADIN 5mg Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
FLUNAHIST 10 MG Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,48.16,48.16
FLUNAHIST 5 MG Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,24.75,24.75
FINGOMOD Capsule 7's,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,623,623
Bacfen 25Mg Tablet 10's,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,275,275
BACLONOL 10 Tablet 10's,* Mkt: Knoll Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,110,110
Bakflex A 8mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,312,312
Baralgan NU Tablet 10'S,* Mkt: Sanofi India Limited * Delivery charges if applicable will be applied at checkout,42.77,42.77
Belic Tablet 10'S,* Mkt: Alchem Phytoceuticals Ltd * Delivery charges if applicable will be applied at checkout,45.49,45.49
Belic Injection 1ml,* Mkt: Alchem Phytoceuticals Ltd * Delivery charges if applicable will be applied at checkout,12.76,12.76
Bestogesic Sps Injection 2ml,* Mkt: Bestochem Formulations Ind Ltd * Delivery charges if applicable will be applied at checkout,9.6,9.6
Bigspas P Tablet 10'S,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,87.8,87.8
BIOSPAN Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,36.9,36.9
BIOSPAS Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,58.75,58.75
Biospas Plus 10/250mg Tablet 10'S,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,65.76,125
Bizlo Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,109.1,124.84
Bizlo OD 20mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,170.93,143.58
Buscogast Injection 1ml,* Mkt: Sanofi India Limited * Delivery charges if applicable will be applied at checkout,12.9,12.9
BACRITE 10 Tablet 10's,* Mkt: Health N U Therapeutics Pvt Ltd * Delivery charges if applicable will be applied at checkout,72.4,72.4
BACRITE XR 20 Tablet 10's,* Mkt: Health N U Therapeutics Pvt Ltd * Delivery charges if applicable will be applied at checkout,164.85,164.85
BUSCODAC P Tablet 10's,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,105,105
BUSCOTAG P Tablet 10's,* Mkt: Ikon Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,105,105
FENPROST MR Tablet 10's,* Mkt: METAMORF LIFESCIENCES * Delivery charges if applicable will be applied at checkout,75,75
Flamar MX Tablet 10'S,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,103.5,103.5
FLAMESE KR Tablet 10's,* Mkt: Meridian Enterprises Pvt Ltd * Delivery charges if applicable will be applied at checkout,40,40
Flexabenz 5mg Tablet 10'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,112,112
Flexabenz ER Capsule 10'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,231,231
Flexabenz Plus Tablet 10'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,276,276
FLEXME Tablet 10's,* Mkt: Parnasa Mediworld Pvt Ltd * Delivery charges if applicable will be applied at checkout,95,95
FORTERAN MR Tablet 10's,* Mkt: METAMORF LIFESCIENCES * Delivery charges if applicable will be applied at checkout,103,85
BELLPINO ATRIN 1% Eye Drops 10ml,* Mkt: Bell Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,44.84,44.84
BIODYLE TP Eye Drops 5ml,* Mkt: Austrak Pvt Ltd * Delivery charges if applicable will be applied at checkout,99,99
BYSIPIN Eye Drops 5ml,* Mkt: Neomedix Healthcare India Pvt Ltd * Delivery charges if applicable will be applied at checkout,195,195
BINGO Nasal Drops 10ml,* Mkt: NEXTGEN HEALTH CARE * Delivery charges if applicable will be applied at checkout,51.18,51.18
BLOCKFREE Nasal Spray 10ml,* Mkt: UNIZA HEALTHCARE LLP * Delivery charges if applicable will be applied at checkout,85,85
Breath EX Capsule 10'S,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,60,42
BREATHEIN Soft Gelatin Capsule 10's,* Mkt: PHARMA CORP INC (P) LIMITED * Delivery charges if applicable will be applied at checkout,75,75
BRESOL NS Saline NASAL Solution 10ml,* Mkt: Himalaya Drug Company * Delivery charges if applicable will be applied at checkout,50,50
Budenase AQ Nasal Spray 150Md,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,151.7,151.7
BESTOVOL INHALENT Softgel Capsule 10's,* Mkt: SOFT MEDICAPS LTD * Delivery charges if applicable will be applied at checkout,62,62
FEBREX PLUS Tablet 15's,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,83.85,83.85
Flixonase 0.05% Innospray 120Md,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,615.35,615.35
FLOCARE 120md Nasal Spray 12gm,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,425.06,302.5
FLOCARE AZ 70md Nasal Spray 7ml,* Mkt: Lividus Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,310,310
Floresp 120md Nasal Spray 6gm,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,425.06,430.3
Floresp AZ Nasal Spray 10ml,* Mkt: Zuventus Healthcare Ltd * Delivery charges if applicable will be applied at checkout,403.9,403.9
Flublock Nasal Spray 6Gm,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,425.06,478.5
Flublock AZ Nasal Spray 7ml,* Mkt: Glenmark Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,463,463
FLUOK FT Nasal Spray 27.5gm,* Mkt: Wellok Pharma * Delivery charges if applicable will be applied at checkout,350,350
FLUOK FT Nasal Spray 6gm,* Mkt: Wellok Pharma * Delivery charges if applicable will be applied at checkout,350,350
Fluoren Nasal Spray 6Gm,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,425.06,398
FLUTICLEAR Nasal Spray 12ml,* Mkt: Akesiss Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,318,318
Fluticone Nasal Spray 12ml,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,438,438
Fluticone FT 120Md Nasal Spray 6Gm,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,425.06,467
FLUTICONE OX Nasal Spray 7gm,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,330,330
Flutiflo Nasal Spray 10ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,391.1,391.1
Flutiflo FT Nasal Spray 120Md,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,425.06,510.9
Flutirest AZ Nasal Spray 10ml,* Mkt: Centaur Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,258.63,258.63
FLUTIVAC Nasal Spray 6gm,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,425.06,297.54
FLUTIVIN Nasal Spray 6gm,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,270,270
FLUTIVIO 0.05% Nasal Spray 10ml,* Mkt: Salud Care (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,180.95,180.95
FLUTIWAYS Nasal Spray 16gm,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,425.06,429
FLUTIWAYS AZ Nasal Spray 70md,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,440,440
Freeair Nasal Spray 6Gm,* Mkt: Alkem Laboratories Ltd * Delivery charges if applicable will be applied at checkout,425.06,420
FREEAIR AZ Nasal Spray 9.8gm,* Mkt: Alkem Laboratories Ltd * Delivery charges if applicable will be applied at checkout,456.67,402
Furamist Nasal Spray 120Md 1's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,467.56,467.56
Furamist AZ Nasal Spray 70Md,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,456.67,479.5
FLOMIST F Nasal Spray 120md,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,425.06,514.31
FTSON 0.05% Nasal Spray 10ml,* Mkt: Pharma Tech India * Delivery charges if applicable will be applied at checkout,170,170
B Aim Plus Tablet 10'S,* Mkt: Theia Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,174,174
BAGA 100 Tablet 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,80,113.85
BAGA 300 Tablet 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,223.24,223.24
BAGA 100 Capsule 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,113.85,113.85
BAGA 300 Capsule 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,223.24,223.24
BAGA M Capsule 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,254.1,254.1
BAGA NT Tablet 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,190,426.8
BAGA NT 100 Tablet 15's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,95,148.5
BAGA NT 100 Tablet 10's,* Mkt: Eris Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,148.5,148.5
BAIM PLUS NT Tablet 10's,* Mkt: Theia Health Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,192,160
BALANERVE Tablet 10's,* Mkt: Meghmani Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,225,225
BBGABA NT Tablet 10's,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,190,216
Benalgis Forte Capsule 15'S,* Mkt: Franco Indian Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,250.5,250.5
Benfocare Capsule 10'S,* Mkt: Prescripto Life Science * Delivery charges if applicable will be applied at checkout,237,237
BENFOLYST D Tablet 10's,* Mkt: Septalyst Lifesciences Pvt Ltd * Delivery charges if applicable will be applied at checkout,279,279
BENFONYLE Capsule 10's,* Mkt: Erinyle Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,249,249
BIGGABA NT Tablet 10's,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,197.89,197.89
Blieu Capsule 10'S,* Mkt: Ozone Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,139.08,139.08
BRAINGATES NERVE Capsule 10's,* Mkt: Byby Health Care * Delivery charges if applicable will be applied at checkout,148.5,219.5
BRUTAFLAM PG Tablet 10's,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,200,200
FIBRILLANT NT Tablet 10's,* Mkt: FORTUNE LABS * Delivery charges if applicable will be applied at checkout,180,180
FIBROGESIC N Tablet 10's,* Mkt: Goddres Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,192,205
Fibrogesic SR Tablet 10'S,* Mkt: Goddres Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,170,170
Fine Nerve Capsule 10'S,* Mkt: Akumentis Healthcare Ltd * Delivery charges if applicable will be applied at checkout,223,223
Fine Nerve NT Tablet 10'S,* Mkt: Akumentis Healthcare Ltd * Delivery charges if applicable will be applied at checkout,192,175
FINE NERVE NTP Tablet 10's,* Mkt: Akumentis Healthcare Ltd * Delivery charges if applicable will be applied at checkout,155,237
FINE NERVE SR 75 Tablet 10's,* Mkt: Akumentis Healthcare Ltd * Delivery charges if applicable will be applied at checkout,130.5,130.5
FOLINURON N Capsule 10's,* Mkt: PREVENTO PHARMA * Delivery charges if applicable will be applied at checkout,410,410
FREGAM M Tablet 10's,* Mkt: SISKAN PHARMA LTD * Delivery charges if applicable will be applied at checkout,149,149
FREGAM MNT Tablet 10's,* Mkt: SISKAN PHARMA LTD * Delivery charges if applicable will be applied at checkout,192,199
FINERVE NP Tablet 10's,* Mkt: Kvics Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,148,148
BI LIN Suspension 100ml,* Mkt: Bio Com Pharma * Delivery charges if applicable will be applied at checkout,199,199
Benfomet Plus Tablet 10'S,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,185,185
BIO TAM 800mg Tablet 10's,* Mkt: Psychotropics India Limited * Delivery charges if applicable will be applied at checkout,86,86
BIOCETAM 800 Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,520,184.95
BIOCETAM 400 Tablet 10's,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,104.65,104.65
Braingates Injection 2ml,* Mkt: Byby Health Care * Delivery charges if applicable will be applied at checkout,169,169
Braingates Tablet 10'S,* Mkt: Byby Health Care * Delivery charges if applicable will be applied at checkout,229.5,229.5
BRAINOX 400mg Tablet 10's,* Mkt: Alde Medi Impex Ltd * Delivery charges if applicable will be applied at checkout,72,72
BRAINOX 800mg Tablet 10's,* Mkt: Alde Medi Impex Ltd * Delivery charges if applicable will be applied at checkout,126,126
BRAINOX Syrup 100ml,* Mkt: Alde Medi Impex Ltd * Delivery charges if applicable will be applied at checkout,223,223
BRENTOR 800mg Tablet 10's,* Mkt: Zee Laboratories Ltd (Generics) * Delivery charges if applicable will be applied at checkout,149,104.3
Flocetam 400mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,71,79
Flocetam 800mg Tablet 10'S,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,520,153
Flocetam 200mg Injection 15ml,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,89,89
Flocetam Syrup 100ml,* Mkt: Icon Life Sciences * Delivery charges if applicable will be applied at checkout,270,270
Bandrone 50mg Tablet 10'S,* Mkt: Natco Pharma Ltd * Delivery charges if applicable will be applied at checkout,546,546
Bandrone 6mg Injection 1's,* Mkt: Natco Pharma Ltd * Delivery charges if applicable will be applied at checkout,2,2762
Bandrone 150mg Tablet,* Mkt: Natco Pharma Ltd * Delivery charges if applicable will be applied at checkout,164.9,164.9
BIO D3 Capsule 10'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,242,242
BIO D3 Plus Capsule 15'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,301,301
BIO D3 Plus Suspension 120ml,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,197.2,197.2
BIODRONATE 30mg Injection 1ml,* Mkt: United Biotech Pvt Ltd * Delivery charges if applicable will be applied at checkout,1445.5,1445.5
BIODRONATE 60mg Injection 1's,* Mkt: United Biotech Pvt Ltd * Delivery charges if applicable will be applied at checkout,2720,2720
BIODRONATE 90mg Injection 1's,* Mkt: United Biotech Pvt Ltd * Delivery charges if applicable will be applied at checkout,3839,3839
BON K2 Tablet 10'S,* Mkt: INTEGRACE PVT LTD * Delivery charges if applicable will be applied at checkout,342.5,342.5
BONEBASE K2 Tablet 10's,* Mkt: Pharmanova Specialties Pvt Ltd * Delivery charges if applicable will be applied at checkout,203.5,203.5
Bonestat Capsule 15'S,* Mkt: Indchemie Health Specialities Pvt Ltd * Delivery charges if applicable will be applied at checkout,315,315
Bonical C Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,65.84,65.84
Bonmin K2 Tablet 10'S,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,280,280
Flurish 150mg Tablet 1's,* Mkt: Dr. Reddy's Laboratories Ltd * Delivery charges if applicable will be applied at checkout,272,311.5
Fosavance 70/5600mg Tablet 4'S,* Mkt: Msd Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,629,629
BANDY Suspension 10ml,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,17.47,19.5
Bandy 400mg Tablet,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,9.4,9.25
Bandy Plus 12mg Tablet 1'S,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,25,35.99
Bandy Plus 6mg Tablet 1's,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,27,27
Bandy Plus Suspension 10ml,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,35,35
Banocide 50mg Tablet 20'S,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,11.76,11.76
Banocide Adult Syrup 100ml,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,42.59,42.59
Banocide Forte Tablet 30'S,* Mkt: Glaxosmithkline Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,52.61,52.61
Bantap Tablet 10'S,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,10.37,10.37
Bend 400mg Tablet 2'S,* Mkt: Skn Organics Pvt Ltd * Delivery charges if applicable will be applied at checkout,9.4,17.28
Bendex 400mg Tablet 1's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,7.88,5.52
Bendex Cherry with Peppermint Flavour Suspension 10ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,20.04,14.03
BENEX Syrup 10ml,* Mkt: Apex Laboratories Pvt Ltd * Delivery charges if applicable will be applied at checkout,17.78,17.78
BEWORM 400mg Tablet 1's,* Mkt: Sterkem Pharma Corporation * Delivery charges if applicable will be applied at checkout,9.4,8.65
BEWORM 200mg Tablet 1's,* Mkt: Sterkem Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,9.57,9.57
BEWORM Suspension 10ml,* Mkt: Sterkem Pharma Corporation * Delivery charges if applicable will be applied at checkout,19.82,19.82
BEWORM PLUS Tablet 1's,* Mkt: Sterkem Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,24,24
BEWORM PLUS Suspension 10ml,* Mkt: Sterkem Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,27,27
FEMPRIN 40 SR Tablet 10's,* Mkt: Oscar Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,55,55
FEPROX SR 40mg Tablet 10's,* Mkt: Solitaire Pharmacia Pvt Ltd * Delivery charges if applicable will be applied at checkout,39,39
Blonitas 2mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,65,65
Blonitas 4mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,111,111
Blonitas 8mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,173,173
F TENSIL 25mg Injection 1's,* Mkt: Reliance Formulation Pvt Ltd * Delivery charges if applicable will be applied at checkout,55.2,55.2
Fluanxol 40mg Injection(Depot) 2ml,,,
Fluanxol 0.5mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,66.35,66.35
Fluanxol 20mg Injection(Depot) 1ml,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,233,233
Fluanxol 3mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,206.45,206.45
Flupen 1mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,59,59
Fostera 10mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,152,152
Fostera 5mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,111,111
Fritolev XR 500mg Tablet 10'S,* Mkt: Arinna Lifesciences Ltd * Delivery charges if applicable will be applied at checkout,127.6,182.8
BIOMETHRIN Lotion 40ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,48.19,48.19
BIOMETHRIN Ointment 30gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,54.28,54.28
BIOMETHRIN Soap 75gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,87.8,87.8
BIOSCAB Soap 75gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,96.55,96.55
BIOSCAB Lotion 50ml,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,74.85,74.85
BENZYZINE Tablet 10's,* Mkt: La Pharmaceuticals * Delivery charges if applicable will be applied at checkout,27.75,27.75
Fluanxol 1mg Tablet 10'S,* Mkt: Lundbeck India Pvt Ltd * Delivery charges if applicable will be applied at checkout,77.35,77.35
B Bact Ointment 5gm,* Mkt: Wallace Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,159,159
B CLINN Gel 30gm,* Mkt: KAIZEN RESEARCH LABS INDIA PVT LTD * Delivery charges if applicable will be applied at checkout,250,250
B FENCE Ointment 5gm,* Mkt: 4 Care Life Science Pvt Ltd * Delivery charges if applicable will be applied at checkout,110,110
B MUCE Ointment 5gm,* Mkt: Biochem Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,115,148.5
B OZE Cream 10gm,* Mkt: Eris Oaknet Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,148.42,148.42
